epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,3985.71,0.9396,0.89747,1.29956,0.9123,0.70301,0.74639,0.49788,0.99978,0.88766,1.53101,0.00082925,0.00082925,0.00082925
19,4224.61,0.8859,0.84791,1.26894,0.81668,0.76096,0.79675,0.53225,0.88047,0.77126,1.392,0.0008045,0.0008045,0.0008045
20,4468.6,0.91114,0.85002,1.28148,0.7803,0.78654,0.80357,0.55503,0.918,0.75224,1.41603,0.00077975,0.00077975,0.00077975
21,4707.57,0.88852,0.83391,1.26282,0.74152,0.84827,0.78167,0.57594,0.93155,0.77626,1.39821,0.000755,0.000755,0.000755
22,4950.81,0.88498,0.79852,1.25627,0.65218,0.74444,0.7296,0.55851,0.82375,0.85834,1.34867,0.00073025,0.00073025,0.00073025
23,5189.76,0.86834,0.76626,1.25019,0.8294,0.89687,0.88011,0.57456,0.7701,0.66281,1.33164,0.0007055,0.0007055,0.0007055
24,5431.9,0.84853,0.7483,1.2191,0.74824,0.77222,0.77631,0.52104,1.04577,0.85328,1.52134,0.00068075,0.00068075,0.00068075
25,5672.67,0.82199,0.76098,1.23307,0.9069,0.77593,0.85481,0.60547,0.7369,0.67659,1.3405,0.000656,0.000656,0.000656
26,5909.87,0.80435,0.69037,1.2041,0.94479,0.60117,0.70924,0.49065,0.77833,0.89952,1.39008,0.00063125,0.00063125,0.00063125
27,6147.71,0.78009,0.69042,1.19193,0.79904,0.71207,0.75649,0.56755,0.74834,0.68306,1.30316,0.0006065,0.0006065,0.0006065
28,6390.06,0.76035,0.65134,1.17726,0.85607,0.76568,0.84393,0.60816,0.72268,0.57209,1.30529,0.00058175,0.00058175,0.00058175
29,6632.21,0.75591,0.64161,1.18106,0.87597,0.81669,0.87433,0.62658,0.78029,0.65215,1.30597,0.000557,0.000557,0.000557
30,6866.91,0.74782,0.65337,1.17631,0.93833,0.78199,0.88935,0.65045,0.76791,0.57513,1.27014,0.00053225,0.00053225,0.00053225
31,7104.55,0.75994,0.64964,1.17532,0.85713,0.71799,0.80819,0.58398,0.72001,0.62357,1.27829,0.0005075,0.0005075,0.0005075
32,7263.04,0.72688,0.62312,1.16022,0.79121,0.76508,0.77405,0.59033,0.74637,0.61694,1.25374,0.00048275,0.00048275,0.00048275
33,7369.6,0.71145,0.59733,1.14253,0.71499,0.787,0.79163,0.58883,0.69076,0.64139,1.2652,0.000458,0.000458,0.000458
34,7605.8,0.70702,0.60246,1.15359,0.72401,0.84601,0.82996,0.61145,0.74642,0.64481,1.2843,0.00043325,0.00043325,0.00043325
35,7791.47,0.66339,0.57492,1.13016,0.82818,0.81725,0.83701,0.61064,0.65236,0.56072,1.30615,0.0004085,0.0004085,0.0004085
36,7942.6,0.67462,0.57178,1.12424,0.86238,0.83801,0.85929,0.63353,0.8919,0.66451,1.31988,0.00038375,0.00038375,0.00038375
37,8016.62,0.66287,0.55073,1.1143,0.88836,0.90182,0.91067,0.62655,0.74753,0.56406,1.2363,0.000359,0.000359,0.000359
38,8223.67,0.65498,0.56084,1.11592,0.81639,0.79178,0.83507,0.60443,0.67991,0.53792,1.23924,0.00033425,0.00033425,0.00033425
39,8453.01,0.64531,0.54152,1.10963,0.88583,0.74308,0.8541,0.65809,0.71292,0.5711,1.25607,0.0003095,0.0003095,0.0003095
40,8589.83,0.63143,0.54018,1.10099,0.9346,0.79444,0.88593,0.63911,0.79451,0.5728,1.29927,0.00028475,0.00028475,0.00028475
41,8714.44,0.51183,0.46111,1.06058,0.89813,0.88009,0.91421,0.67212,0.56747,0.46509,1.19384,0.00026,0.00026,0.00026
42,8800.14,0.46972,0.38166,1.01738,0.85979,0.84483,0.85307,0.64819,0.5545,0.52754,1.15255,0.00023525,0.00023525,0.00023525
43,8888.76,0.44618,0.3686,1.00226,0.85556,0.90955,0.90446,0.68703,0.55821,0.47157,1.19197,0.0002105,0.0002105,0.0002105
44,8995.17,0.42804,0.34788,0.99934,0.83068,0.90787,0.88509,0.64928,0.56664,0.48038,1.22018,0.00018575,0.00018575,0.00018575
45,9071.63,0.41093,0.33899,0.98625,0.92469,0.78681,0.88075,0.65226,0.5782,0.47059,1.16283,0.000161,0.000161,0.000161
46,9162.35,0.39776,0.33646,0.97791,0.90063,0.79444,0.87454,0.67656,0.63719,0.51732,1.21347,0.00013625,0.00013625,0.00013625
47,9241.01,0.38888,0.31748,0.96312,0.87394,0.81041,0.87454,0.67532,0.59986,0.49505,1.19226,0.0001115,0.0001115,0.0001115
48,9318.4,0.37877,0.31126,0.96944,0.88582,0.85577,0.8985,0.6809,0.60806,0.46737,1.20622,8.675e-05,8.675e-05,8.675e-05
49,9396.63,0.3643,0.30082,0.95467,0.92004,0.85615,0.90299,0.67172,0.59133,0.43907,1.21315,6.2e-05,6.2e-05,6.2e-05
50,9475.99,0.35047,0.2947,0.94896,0.95841,0.83506,0.89818,0.67907,0.60837,0.46332,1.22912,3.725e-05,3.725e-05,3.725e-05
