epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,938.559,0.87376,0.85534,1.30944,0.84457,0.6844,0.88041,0.59501,1.09163,0.78588,1.59165,0.000540037,0.000540037,0.000540037
43,963.116,0.8642,0.84384,1.29943,0.75438,0.81031,0.82724,0.58045,1.09141,0.78163,1.5804,0.000531038,0.000531038,0.000531038
44,987.446,0.85959,0.83829,1.29291,0.82238,0.72893,0.803,0.55048,1.11078,0.78717,1.59286,0.000522039,0.000522039,0.000522039
45,1010.48,0.85342,0.81678,1.29089,0.81241,0.70339,0.84576,0.59033,1.06946,0.81862,1.55707,0.00051304,0.00051304,0.00051304
46,1034.91,0.86414,0.83162,1.29683,0.84885,0.63678,0.78509,0.59538,1.05639,0.76715,1.54012,0.00050404,0.00050404,0.00050404
47,1059.41,0.8424,0.81557,1.28882,0.85888,0.73478,0.80342,0.59519,1.06101,0.80457,1.52717,0.000495041,0.000495041,0.000495041
48,1084.64,0.83725,0.80202,1.27804,0.73082,0.79167,0.82747,0.60255,1.07151,0.78736,1.53495,0.000486042,0.000486042,0.000486042
49,1109.18,0.8421,0.8008,1.28548,0.84853,0.746,0.8529,0.61304,1.09411,0.78946,1.58459,0.000477043,0.000477043,0.000477043
50,1131.61,0.8264,0.7832,1.27424,0.89815,0.75986,0.87723,0.61745,1.03972,0.75496,1.51506,0.000468044,0.000468044,0.000468044
51,1154.44,0.83478,0.79015,1.27517,0.69972,0.84733,0.83837,0.60667,1.01131,0.77875,1.49588,0.000459045,0.000459045,0.000459045
52,1177.33,0.81727,0.7751,1.26452,0.84806,0.70107,0.81634,0.57876,1.03855,0.76569,1.53876,0.000450046,0.000450046,0.000450046
53,1200.62,0.82127,0.75963,1.26736,0.80721,0.82036,0.86282,0.62908,0.99308,0.74581,1.46836,0.000441047,0.000441047,0.000441047
54,1223.51,0.80964,0.75528,1.25989,0.69658,0.82707,0.81134,0.57556,1.04105,0.75675,1.49404,0.000432048,0.000432048,0.000432048
55,1246.42,0.81267,0.75637,1.26197,0.81727,0.7852,0.88298,0.62024,1.03404,0.76998,1.53457,0.000423049,0.000423049,0.000423049
56,1269.24,0.81185,0.75437,1.26311,0.75752,0.79049,0.82113,0.60291,1.04723,0.79334,1.54225,0.000414049,0.000414049,0.000414049
57,1292.35,0.79257,0.73829,1.24398,0.82774,0.72941,0.87456,0.62157,1.00599,0.76785,1.52507,0.00040505,0.00040505,0.00040505
58,1314.93,0.7958,0.74004,1.24361,0.82214,0.79505,0.85023,0.64333,1.02897,0.73995,1.5032,0.000396051,0.000396051,0.000396051
