epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,1506.92,0.7663,0.69545,1.23043,0.76767,0.70776,0.68045,0.44756,1.49029,1.47354,2.14168,0.0003763,0.0003763,0.0003763
65,1528.87,0.76415,0.68606,1.22889,0.74676,0.7274,0.6922,0.45491,1.48142,1.45578,2.12199,0.0003664,0.0003664,0.0003664
66,1550.69,0.77347,0.69705,1.23426,0.77276,0.71428,0.68984,0.44207,1.52327,1.49925,2.2167,0.0003565,0.0003565,0.0003565
67,1572.51,0.76357,0.67981,1.22301,0.77652,0.73785,0.69601,0.45914,1.50066,1.4451,2.17989,0.0003466,0.0003466,0.0003466
68,1594.29,0.75091,0.67883,1.22105,0.74921,0.68525,0.67585,0.46054,1.48555,1.46422,2.19306,0.0003367,0.0003367,0.0003367
69,1615.92,0.75001,0.66698,1.21828,0.75403,0.72905,0.6764,0.44854,1.50699,1.50046,2.18226,0.0003268,0.0003268,0.0003268
70,1637.77,0.74796,0.67367,1.22003,0.73863,0.71827,0.67342,0.44829,1.5073,1.47091,2.20132,0.0003169,0.0003169,0.0003169
71,1659.41,0.74657,0.66192,1.21007,0.77801,0.68512,0.67713,0.45023,1.51322,1.42546,2.18027,0.000307,0.000307,0.000307
72,1681.19,0.74036,0.65797,1.2054,0.71215,0.73487,0.67678,0.45107,1.47655,1.48013,2.11891,0.0002971,0.0002971,0.0002971
73,1702.87,0.73093,0.66195,1.20896,0.75036,0.69635,0.67859,0.45607,1.46015,1.51696,2.12464,0.0002872,0.0002872,0.0002872
74,1724.58,0.72658,0.65342,1.20461,0.75884,0.71921,0.68175,0.44878,1.51717,1.50023,2.23675,0.0002773,0.0002773,0.0002773
75,1746.26,0.72027,0.6408,1.19706,0.7405,0.70201,0.67089,0.44116,1.51768,1.4383,2.23486,0.0002674,0.0002674,0.0002674
76,1768.14,0.7271,0.64448,1.19926,0.73066,0.69164,0.64793,0.41939,1.54077,1.49338,2.25623,0.0002575,0.0002575,0.0002575
77,1790.92,0.72006,0.63942,1.19743,0.7483,0.7124,0.66973,0.44761,1.49953,1.46572,2.21426,0.0002476,0.0002476,0.0002476
78,1813.77,0.71867,0.63151,1.19637,0.7612,0.72533,0.68789,0.45077,1.51942,1.46352,2.24042,0.0002377,0.0002377,0.0002377
79,1836.43,0.70782,0.62428,1.18663,0.76396,0.71505,0.68399,0.46085,1.50715,1.45551,2.23356,0.0002278,0.0002278,0.0002278
80,1859.37,0.70028,0.62372,1.18297,0.76828,0.72628,0.68073,0.45647,1.48981,1.43711,2.23521,0.0002179,0.0002179,0.0002179
81,1882,0.70448,0.62138,1.18898,0.76745,0.71237,0.67057,0.45373,1.5282,1.42435,2.28058,0.000208,0.000208,0.000208
82,1904.77,0.70154,0.61738,1.18364,0.77844,0.7136,0.6751,0.44493,1.5095,1.46299,2.26983,0.0001981,0.0001981,0.0001981
83,1927.69,0.69005,0.60876,1.17909,0.75594,0.70665,0.66567,0.44367,1.51473,1.43902,2.24524,0.0001882,0.0001882,0.0001882
84,1950.97,0.69854,0.61129,1.18133,0.76941,0.69435,0.67217,0.44978,1.51292,1.45338,2.24501,0.0001783,0.0001783,0.0001783
85,1974.01,0.68611,0.59543,1.17293,0.79779,0.70148,0.67492,0.45487,1.51119,1.48551,2.28113,0.0001684,0.0001684,0.0001684
86,1997.29,0.68525,0.58785,1.17219,0.76458,0.69855,0.67452,0.45798,1.51524,1.44992,2.28059,0.0001585,0.0001585,0.0001585
